hanzi,level,frequency,pinyin,meanings
淹没,6,10092,yān mò,to drown
淹没,6,10092,yān mò,to flood
淹没,6,10092,yān mò,to drown out (also fig.)
闪烁,6,10116,shǎn shuò,flickering
闪烁,6,10116,shǎn shuò,twinkling
闪烁,6,10116,shǎn shuò,evasive
闪烁,6,10116,shǎn shuò,vague (of speech)
一再,6,10127,yī zài,repeatedly
眨,6,10148,zhǎ,to blink
眨,6,10148,zhǎ,to wink
挑剔,6,10153,tiāo ti,picky
挑剔,6,10153,tiāo ti,fussy
培育,6,10156,péi yù,to train
培育,6,10156,péi yù,to breed
内幕,6,10165,nèi mù,inside story
内幕,6,10165,nèi mù,non-public information
内幕,6,10165,nèi mù,behind the scenes
内幕,6,10165,nèi mù,internal
神情,6,10176,shén qíng,look; expression
俘虏,6,10181,fú lǔ,captive
信誉,6,10182,xìn yù,prestige
信誉,6,10182,xìn yù,distinction
信誉,6,10182,xìn yù,reputation
信誉,6,10182,xìn yù,trust
锤,6,10183,chuí,hammer
锤,6,10183,chuí,to hammer into shape
锤,6,10183,chuí,weight (e.g. of a steelyard or balance)
锤,6,10183,chuí,to strike with a hammer
锤,6,10183,chuí,variant of 锤
镇定,6,10185,zhèn dìng,calm
镇定,6,10185,zhèn dìng,unperturbed
镇定,6,10185,zhèn dìng,cool
租赁,6,10185,zū lìn,to rent; to lease; to hire
规章,6,10192,guī zhāng,rule
规章,6,10192,guī zhāng,regulation
施展,6,10193,shī zhǎn,to use fully
施展,6,10193,shī zhǎn,to put to use
屑,6,10193,xiè,bits
屑,6,10193,xiè,fragments
屑,6,10193,xiè,crumbs
屑,6,10193,xiè,filings
屑,6,10193,xiè,trifling
屑,6,10193,xiè,trivial
屑,6,10193,xiè,to condescend to
曲子,6,10200,qǔ zi,poem for singing
曲子,6,10200,qǔ zi,tune
曲子,6,10200,qǔ zi,music
齐全,6,10206,qí quán,complete
齐全,6,10206,qí quán,comprehensive
推理,6,10227,tuī lǐ,reasoning
推理,6,10227,tuī lǐ,inference
推理,6,10227,tuī lǐ,to infer
推理,6,10227,tuī lǐ,to deduce
潜水,6,10234,qián shuǐ,to dive
潜水,6,10234,qián shuǐ,to go under water
潜水,6,10234,qián shuǐ,(in an online forum) to lurk
唠叨,6,10247,láo dao,to prattle
唠叨,6,10247,láo dao,to chatter away
唠叨,6,10247,láo dao,to nag
唠叨,6,10247,láo dao,garrulous
唠叨,6,10247,láo dao,nagging
名额,6,10248,míng é,quota
名额,6,10248,míng é,number of places
名额,6,10248,míng é,"place (in an institution, a group etc)"
管辖,6,10255,guǎn xiá,to administer
管辖,6,10255,guǎn xiá,to have jurisdiction (over)
坟墓,6,10256,fén mù,grave
坟墓,6,10256,fén mù,tomb
充当,6,10267,chōng dāng,to serve as
充当,6,10267,chōng dāng,to act as
充当,6,10267,chōng dāng,to play the role of
遍布,6,10269,biàn bù,to cover the whole (area)
遍布,6,10269,biàn bù,to be found throughout
衷心,6,10293,zhōng xīn,heartfelt
衷心,6,10293,zhōng xīn,wholehearted
衷心,6,10293,zhōng xīn,cordial
司令,6,10296,sī lìng,commanding officer
若干,6,10305,ruò gān,a certain number or amount
若干,6,10305,ruò gān,how many?
若干,6,10305,ruò gān,how much?
批判,6,10324,pī pàn,to criticize
批判,6,10324,pī pàn,critique
鲜明,6,10344,xiān míng,bright
鲜明,6,10344,xiān míng,clear-cut
鲜明,6,10344,xiān míng,distinct
难堪,6,10347,nán kān,hard to take
难堪,6,10347,nán kān,embarrassed
野心,6,10351,yě xīn,ambition
野心,6,10351,yě xīn,wild schemes
野心,6,10351,yě xīn,careerism
关照,6,10368,guān zhào,to take care
关照,6,10368,guān zhào,to keep an eye on
关照,6,10368,guān zhào,to look after
关照,6,10368,guān zhào,to tell
关照,6,10368,guān zhào,to remind
油漆,6,10378,yóu qī,oil paints
油漆,6,10378,yóu qī,lacquer
油漆,6,10378,yóu qī,to paint
切实,6,10384,qiè shí,feasible
切实,6,10384,qiè shí,realistic
切实,6,10384,qiè shí,practical
切实,6,10384,qiè shí,earnestly
切实,6,10384,qiè shí,conscientiously
古董,6,10388,gǔ dǒng,curio
古董,6,10388,gǔ dǒng,antique
调解,6,10413,tiáo jiě,to mediate
调解,6,10413,tiáo jiě,to bring parties to an agreement
鉴别,6,10434,jiàn bié,to differentiate
鉴别,6,10434,jiàn bié,to distinguish
心血,6,10451,xīn xuè,heart's blood
心血,6,10451,xīn xuè,expenditure (for some project)
心血,6,10451,xīn xuè,meticulous care
预先,6,10460,yù xiān,beforehand
预先,6,10460,yù xiān,in advance
配套,6,10472,pèi tào,to form a complete set
配套,6,10472,pèi tào,compatible
配套,6,10472,pèi tào,matching
配套,6,10472,pèi tào,complementary
遗失,6,10473,yí shī,to lose; to leave behind (inadvertently)
公式,6,10474,gōng shì,formula
四肢,6,10487,sì zhī,the four limbs of the body
还原,6,10488,huán yuán,to restore to the original state
还原,6,10488,huán yuán,to reconstruct (an event)
还原,6,10488,huán yuán,reduction (chemistry)
烹饪,6,10492,pēng rèn,cooking; culinary arts
陶瓷,6,10494,táo cí,pottery and porcelain
陶瓷,6,10494,táo cí,ceramics
发火,6,10499,fā huǒ,to catch fire
发火,6,10499,fā huǒ,to ignite
发火,6,10499,fā huǒ,to detonate
发火,6,10499,fā huǒ,to get angry
丰满,6,10502,Fēng mǎn,"Fengman district of Jilin city 吉林市, Jilin province"
丰满,6,10502,fēng mǎn,ample
丰满,6,10502,fēng mǎn,well developed
丰满,6,10502,fēng mǎn,fully rounded
延期,6,10510,yán qī,to delay
延期,6,10510,yán qī,to extend
延期,6,10510,yán qī,to postpone
延期,6,10510,yán qī,to defer
垂直,6,10512,chuí zhí,perpendicular; vertical
任性,6,10527,rèn xìng,willful
任性,6,10527,rèn xìng,headstrong
任性,6,10527,rèn xìng,unruly
以致,6,10543,yǐ zhì,to such an extent as to
以致,6,10543,yǐ zhì,down to
以致,6,10543,yǐ zhì,up to
蒸发,6,10558,zhēng fā,to evaporate
蒸发,6,10558,zhēng fā,evaporation
立体,6,10567,lì tǐ,three-dimensional
立体,6,10567,lì tǐ,solid
立体,6,10567,lì tǐ,stereoscopic
高涨,6,10570,gāo zhǎng,to surge up
高涨,6,10570,gāo zhǎng,to rise
高涨,6,10570,gāo zhǎng,(of tensions etc) to run high
治理,6,10575,zhì lǐ,to govern
治理,6,10575,zhì lǐ,to administer
治理,6,10575,zhì lǐ,to manage
治理,6,10575,zhì lǐ,to control
治理,6,10575,zhì lǐ,governance
宗旨,6,10577,zōng zhǐ,objective
宗旨,6,10577,zōng zhǐ,aim
宗旨,6,10577,zōng zhǐ,goal
幅度,6,10579,fú dù,width
幅度,6,10579,fú dù,extent
幅度,6,10579,fú dù,range
幅度,6,10579,fú dù,scope
上游,6,10579,shàng yóu,upper reaches (of a river)
上游,6,10579,shàng yóu,upper level
上游,6,10579,shàng yóu,upper echelon
上游,6,10579,shàng yóu,upstream
上任,6,10580,shàng rèn,to take office
上任,6,10580,shàng rèn,previous (incumbent)
上任,6,10580,shàng rèn,predecessor
探望,6,10583,tàn wàng,to visit
探望,6,10583,tàn wàng,to call on sb
探望,6,10583,tàn wàng,to look around
荒谬,6,10598,huāng miù,absurd
荒谬,6,10598,huāng miù,ridiculous
率领,6,10605,shuài lǐng,to lead
率领,6,10605,shuài lǐng,to command
率领,6,10605,shuài lǐng,to head
创立,6,10611,chuàng lì,to establish
创立,6,10611,chuàng lì,to set up
创立,6,10611,chuàng lì,to found
特长,6,10629,tè cháng,personal strength
特长,6,10629,tè cháng,one's special ability or strong points
果断,6,10641,guǒ duàn,firm
果断,6,10641,guǒ duàn,decisive
薄弱,6,10648,bó ruò,weak; frail
主办,6,10648,zhǔ bàn,to organize
主办,6,10648,zhǔ bàn,to host (a conference or sports event)
公认,6,10650,gōng rèn,publicly known (to be)
公认,6,10650,gōng rèn,accepted (as)
平原,6,10650,píng yuán,field
平原,6,10650,píng yuán,plain
振奋,6,10653,zhèn fèn,to stir oneself up
振奋,6,10653,zhèn fèn,to raise one's spirits
振奋,6,10653,zhèn fèn,to inspire
卑鄙,6,10658,bēi bǐ,base
卑鄙,6,10658,bēi bǐ,mean
卑鄙,6,10658,bēi bǐ,contemptible
卑鄙,6,10658,bēi bǐ,despicable
百分点,6,10677,bǎi fēn diǎn,percentage point
务必,6,10677,wù bì,must
务必,6,10677,wù bì,to need to
务必,6,10677,wù bì,to be sure to
拥护,6,10681,yōng hù,to endorse; to support
意料,6,10688,yì liào,to anticipate; to expect
意料,6,10688,yì liào,expectations
僵硬,6,10691,jiāng yìng,stiff; rigid
董事长,6,10696,dǒng shì zhǎng,chairman of the board of directors
专题,6,10707,zhuān tí,"specific topic (addressed by a book, lecture, TV program etc)"
专题,6,10707,zhuān tí,"article, report or program etc on a specific topic"
方针,6,10718,fāng zhēn,policy
方针,6,10718,fāng zhēn,guidelines
工夫,6,10723,gōng fu,"period of time (may be months, or mere seconds)"
工夫,6,10723,gōng fu,spare time
工夫,6,10723,gōng fu,skill
工夫,6,10723,gōng fu,labor
工夫,6,10723,gōng fu,effort
工夫,6,10723,gōng fū,(old) laborer
风味,6,10726,fēng wèi,distinctive flavor
风味,6,10726,fēng wèi,distinctive style
档次,6,10727,dàng cì,grade
档次,6,10727,dàng cì,class
档次,6,10727,dàng cì,quality
档次,6,10727,dàng cì,level
让步,6,10734,ràng bù,to concede
让步,6,10734,ràng bù,to give in
让步,6,10734,ràng bù,to yield
让步,6,10734,ràng bù,a concession
让步,6,10734,ràng bù,(linguistics) concessive
繁忙,6,10742,fán máng,busy
繁忙,6,10742,fán máng,bustling
习俗,6,10748,xí sú,custom
习俗,6,10748,xí sú,tradition
习俗,6,10748,xí sú,local tradition
习俗,6,10748,xí sú,convention
创业,6,10754,chuàng yè,to begin an undertaking
创业,6,10754,chuàng yè,to start a major task
创业,6,10754,chuàng yè,to initiate
创业,6,10754,chuàng yè,to venture
创业,6,10754,chuàng yè,venture
创业,6,10754,chuàng yè,entrepreneurship
狭窄,6,10765,xiá zhǎi,narrow
布局,6,10770,bù jú,arrangement
布局,6,10770,bù jú,composition
布局,6,10770,bù jú,layout
布局,6,10770,bù jú,opening (chess jargon)
贪污,6,10770,tān wū,to be corrupt
贪污,6,10770,tān wū,corruption
贪污,6,10770,tān wū,to embezzle
峡谷,6,10789,xiá gǔ,canyon
峡谷,6,10789,xiá gǔ,gill
峡谷,6,10789,xiá gǔ,ravine
沐浴,6,10793,mù yù,to take a bath
沐浴,6,10793,mù yù,to bathe
沐浴,6,10793,mù yù,to immerse
口腔,6,10813,kǒu qiāng,oral cavity
高考,6,10815,gāo kǎo,college entrance exam (especially as abbr. for 普通高等学校招生全国统一考试)
高考,6,10815,gāo kǎo,(Tw) entrance exam for senior government service posts (abbr. for 公务人员高等考试)
废墟,6,10824,fèi xū,ruins
反驳,6,10845,fǎn bó,to retort
反驳,6,10845,fǎn bó,to refute
划分,6,10875,huà fēn,to divide up
划分,6,10875,huà fēn,to partition
划分,6,10875,huà fēn,to differentiate
驱逐,6,10878,qū zhú,to expel
驱逐,6,10878,qū zhú,to deport
驱逐,6,10878,qū zhú,banishment
责怪,6,10912,zé guài,to blame
责怪,6,10912,zé guài,to rebuke
对照,6,10916,duì zhào,to contrast
对照,6,10916,duì zhào,to compare
对照,6,10916,duì zhào,to place side by side for comparison (as parallel texts)
对照,6,10916,duì zhào,to check
辨认,6,10922,biàn rèn,to recognize
辨认,6,10922,biàn rèn,to identify
备忘录,6,10931,bèi wàng lù,memorandum
备忘录,6,10931,bèi wàng lù,aide-memoire
备忘录,6,10931,bèi wàng lù,memorandum book
埋怨,6,10938,mán yuàn,to complain
埋怨,6,10938,mán yuàn,to grumble (about)
埋怨,6,10938,mán yuàn,to reproach
埋怨,6,10938,mán yuàn,to blame
过失,6,10955,guò shī,error
过失,6,10955,guò shī,fault
过失,6,10955,guò shī,(law) negligence
过失,6,10955,guò shī,delinquency
搅拌,6,10963,jiǎo bàn,to stir
搅拌,6,10963,jiǎo bàn,to agitate
宣誓,6,10963,xuān shì,to swear an oath (of office)
宣誓,6,10963,xuān shì,to make a vow
床单,6,10967,chuáng dān,bed sheet
精通,6,10968,jīng tōng,to be proficient in
精通,6,10968,jīng tōng,to master (a subject)
海滨,6,10973,hǎi bīn,shore
海滨,6,10973,hǎi bīn,seaside
利率,6,10983,lì lǜ,interest rates
腐蚀,6,10998,fǔ shí,corrosion
腐蚀,6,10998,fǔ shí,to corrode (degrade chemically)
腐蚀,6,10998,fǔ shí,to rot
腐蚀,6,10998,fǔ shí,corruption
公道,6,10998,gōng dao,fair
公道,6,10998,gōng dao,equitable
公道,6,10998,gōng dào,justice
公道,6,10998,gōng dào,fairness
公道,6,10998,gōng dào,public highway
辜负,6,11000,gū fù,to fail to live up (to expectations)
辜负,6,11000,gū fù,unworthy (of trust)
辜负,6,11000,gū fù,to let down
辜负,6,11000,gū fù,to betray (hopes)
辜负,6,11000,gū fù,to disappoint
活该,6,11001,huó gāi,(coll.) serve sb right
活该,6,11001,huó gāi,deservedly
活该,6,11001,huó gāi,ought
活该,6,11001,huó gāi,should
上瘾,6,11015,shàng yǐn,to get into a habit
上瘾,6,11015,shàng yǐn,to become addicted
不愧,6,11038,bù kuì,to be worthy of
不愧,6,11038,bù kuì,to deserve to be called
不愧,6,11038,bù kuì,to prove oneself to be
垄断,6,11039,lǒng duàn,to monopolize
玩弄,6,11043,wán nòng,to play with
玩弄,6,11043,wán nòng,to toy with
玩弄,6,11043,wán nòng,to dally with
玩弄,6,11043,wán nòng,to engage in
玩弄,6,11043,wán nòng,to resort to
开采,6,11044,kāi cǎi,to extract (ore or other resource from a mine)
开采,6,11044,kāi cǎi,to exploit
开采,6,11044,kāi cǎi,to mine
见解,6,11050,jiàn jiě,opinion
见解,6,11050,jiàn jiě,view
见解,6,11050,jiàn jiě,understanding
氢,6,11059,qīng,hydrogen (chemistry)
酝酿,6,11059,yùn niàng,(of alcohol) to ferment
酝酿,6,11059,yùn niàng,(of a crisis) to be brewing
酝酿,6,11059,yùn niàng,to mull over (an issue)
酝酿,6,11059,yùn niàng,to hold exploratory discussions
揭发,6,11061,jiē fā,to expose
揭发,6,11061,jiē fā,to bring to light
揭发,6,11061,jiē fā,to disclose
揭发,6,11061,jiē fā,revelation
阵容,6,11067,zhèn róng,troop arrangement
阵容,6,11067,zhèn róng,battle formation
阵容,6,11067,zhèn róng,lineup (of a sports team etc)
细致,6,11083,xì zhì,delicate
细致,6,11083,xì zhì,fine
细致,6,11083,xì zhì,careful
细致,6,11083,xì zhì,meticulous
细致,6,11083,xì zhì,painstaking
畅销,6,11087,chàng xiāo,to sell well
畅销,6,11087,chàng xiāo,bestselling; chart-topping
拣,6,11089,jiǎn,to choose
拣,6,11089,jiǎn,to pick
拣,6,11089,jiǎn,to sort out
拣,6,11089,jiǎn,to pick up
附属,6,11094,fù shǔ,subsidiary
附属,6,11094,fù shǔ,auxiliary
附属,6,11094,fù shǔ,attached
附属,6,11094,fù shǔ,affiliated
附属,6,11094,fù shǔ,subordinate
附属,6,11094,fù shǔ,subordinating
适宜,6,11095,shì yí,suitable
适宜,6,11095,shì yí,appropriate
屈服,6,11097,qū fú,to surrender
屈服,6,11097,qū fú,to succumb
屈服,6,11097,qū fú,to yield
屈服,6,11097,qū fú,(as a transitive verb) to defeat
屈服,6,11097,qū fú,to prevail over
捍卫,6,11101,hàn wèi,to defend
捍卫,6,11101,hàn wèi,to uphold
捍卫,6,11101,hàn wèi,to safeguard
沸腾,6,11120,fèi téng,(of a liquid) to boil
沸腾,6,11120,fèi téng,(of sentiments etc) to boil over
沸腾,6,11120,fèi téng,to flare up
沸腾,6,11120,fèi téng,to be impassioned
小心翼翼,6,11125,xiǎo xīn yì yì,cautious and solemn (idiom); very carefully
小心翼翼,6,11125,xiǎo xīn yì yì,prudent
小心翼翼,6,11125,xiǎo xīn yì yì,gently and cautiously
合伙,6,11139,hé huǒ,to act jointly
合伙,6,11139,hé huǒ,to form a partnership
共鸣,6,11154,gòng míng,(physics) to resonate; resonance
共鸣,6,11154,gòng míng,sympathetic response
乞丐,6,11171,qǐ gài,beggar
申报,6,11184,shēn bào,to report (to the authorities)
申报,6,11184,shēn bào,to declare (to customs)
冒充,6,11187,mào chōng,to feign
冒充,6,11187,mào chōng,to pretend to be
冒充,6,11187,mào chōng,to pass oneself off as
比方,6,11193,bǐ fang,analogy
比方,6,11193,bǐ fang,instance
比方,6,11193,bǐ fang,for instance
事态,6,11196,shì tài,situation
事态,6,11196,shì tài,existing state of affairs
橙,6,11208,chéng,orange tree
橙,6,11208,chéng,orange (color)
攒,6,11208,cuán,to bring together
攒,6,11208,zǎn,to collect
攒,6,11208,zǎn,to hoard
攒,6,11208,zǎn,to accumulate
攒,6,11208,zǎn,to save
局限,6,11218,jú xiàn,variant of 限
局限,6,11218,jú xiàn,to limit
局限,6,11218,jú xiàn,to confine
局限,6,11218,jú xiàn,to restrict sth within set boundaries
风度,6,11221,fēng dù,elegance (for men)
风度,6,11221,fēng dù,elegant demeanor
风度,6,11221,fēng dù,grace
风度,6,11221,fēng dù,poise
削弱,6,11259,xuē ruò,to weaken
削弱,6,11259,xuē ruò,to impair
削弱,6,11259,xuē ruò,to cripple
牢固,6,11270,láo gù,firm
牢固,6,11270,láo gù,secure
恨不得,6,11273,hèn bu de,wishing one could do sth; to hate to be unable; itching to do sth
亲热,6,11273,qīn rè,affectionate; intimate; warmhearted
亲热,6,11273,qīn rè,to show affection for
亲热,6,11273,qīn rè,(coll.) to get intimate with sb
分量,6,11274,fèn liang,quantity
分量,6,11274,fèn liang,weight
分量,6,11274,fèn liang,measure
分量,6,11274,fēn liàng,(vector) component
兑换,6,11279,duì huàn,to convert
兑换,6,11279,duì huàn,to exchange
遗留,6,11284,yí liú,to leave behind
遗留,6,11284,yí liú,to hand down
大肆,6,11304,dà sì,wantonly
大肆,6,11304,dà sì,without restraint (of enemy or malefactor)
大肆,6,11304,dà sì,unbridled
悬念,6,11315,xuán niàn,"suspense in a movie, play etc"
悬念,6,11315,xuán niàn,concern for sb's welfare
祖父,6,11332,zǔ fù,father's father
祖父,6,11332,zǔ fù,paternal grandfather
寂静,6,11346,jì jìng,quiet
畏惧,6,11358,wèi jù,to fear
畏惧,6,11358,wèi jù,to dread
畏惧,6,11358,wèi jù,foreboding
压缩,6,11394,yā suō,to compress; compression
宫殿,6,11395,gōng diàn,palace
整顿,6,11404,zhěng dùn,to tidy up
整顿,6,11404,zhěng dùn,to reorganize
整顿,6,11404,zhěng dùn,to consolidate
整顿,6,11404,zhěng dùn,to rectify
缺口,6,11446,quē kǒu,nick
缺口,6,11446,quē kǒu,jag
缺口,6,11446,quē kǒu,gap
缺口,6,11446,quē kǒu,shortfall
疲倦,6,11450,pí juàn,to tire
疲倦,6,11450,pí juàn,tired
考古,6,11452,kǎo gǔ,archaeology
镇静,6,11463,zhèn jìng,calm
镇静,6,11463,zhèn jìng,cool
遥控,6,11466,yáo kòng,to direct operations from a remote location
遥控,6,11466,yáo kòng,to remotely control
排放,6,11477,pái fàng,to arrange in order
排放,6,11477,pái fàng,"to emit; to discharge (exhaust gas, waste water etc)"
排放,6,11477,pái fàng,(of animals) to ovulate; to discharge semen
顽固,6,11477,wán gù,stubborn; obstinate
散布,6,11482,sàn bù,to disseminate
搓,6,11489,cuō,to rub or roll between the hands or fingers
搓,6,11489,cuō,to twist
愣,6,11493,lèng,to look distracted
愣,6,11493,lèng,to stare blankly
愣,6,11493,lèng,distracted
愣,6,11493,lèng,blank
愣,6,11493,lèng,(coll.) unexpectedly
愣,6,11493,lèng,rash
愣,6,11493,lèng,rashly
颗粒,6,11500,kē lì,kernel
颗粒,6,11500,kē lì,granule
颗粒,6,11500,kē lì,"granulated (sugar, chemical product)"
构思,6,11513,gòu sī,to design
构思,6,11513,gòu sī,to plot
构思,6,11513,gòu sī,to plan out
构思,6,11513,gòu sī,to compose
构思,6,11513,gòu sī,to draw a mental sketch
构思,6,11513,gòu sī,conception
构思,6,11513,gòu sī,plan
构思,6,11513,gòu sī,idea
构思,6,11513,gòu sī,composition
增添,6,11519,zēng tiān,to add
增添,6,11519,zēng tiān,to increase
灭亡,6,11523,miè wáng,to be destroyed
灭亡,6,11523,miè wáng,to become extinct
灭亡,6,11523,miè wáng,to perish
灭亡,6,11523,miè wáng,to die out
灭亡,6,11523,miè wáng,to destroy
灭亡,6,11523,miè wáng,to exterminate
暧昧,6,11523,ài mèi,vague
暧昧,6,11523,ài mèi,ambiguous
暧昧,6,11523,ài mèi,equivocal
暧昧,6,11523,ài mèi,dubious
弥漫,6,11532,mí màn,to pervade
